name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"50.99461, 5.53972",2018-03-13T00:00:00,9,5.8,7.3,89.24,0.004,100,rain,0,0,30.9,24,217,995.8,91.4,14.5,0,0,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T01:00:00,8.6,5.2,7.5,92.85,0.582,100,rain,0,0,41.4,24,225,996.2,91.4,13.2,0,0,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T02:00:00,8.4,5,7.2,92.2,0.031,100,rain,0,0,33,24.6,220,995.9,98.8,11.9,0,0,0,,"Rain, Overcast",rain,"06465099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T03:00:00,8.2,4.6,7.2,93.6,0.008,100,rain,0,0,36.6,25.9,220,996,100,6.9,0,0,0,,"Rain, Overcast",rain,"06465099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T04:00:00,8,4.4,7,93.25,0.015,100,rain,0,0,36.6,25.2,219,995.9,100,10.4,0,0,0,,"Rain, Overcast",rain,"06465099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T05:00:00,8.1,4.5,7.1,93.54,0.019,100,rain,0,0,38.6,25,225,996.7,98.8,7.5,0,0,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T06:00:00,8,4.3,6.8,92.21,0,0,,0,0,39.2,25.4,240,997,100,8,0,0,0,,Overcast,cloudy,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T07:00:00,7,3.2,6.1,94.43,1.446,100,rain,0,0,42.8,23.5,250,997.8,96.2,4.8,7,0,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,E8782,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T08:00:00,6.5,2.3,5.5,93.58,0.037,100,rain,0,0,46.6,26.2,251,998.5,96.2,6,12,0,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T09:00:00,6.2,2.2,5.2,93.73,0.007,100,rain,0,0,46.5,23.5,262,999.7,100,7.2,33,0.1,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T10:00:00,5.9,2.1,5,93.81,0.011,100,rain,0,0,46.9,22,266,1001.1,96.2,6.8,33,0.1,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T11:00:00,5.8,2.1,4.8,93.75,0.022,100,rain,0,0,37.3,19.5,279,1002.4,96.2,6.9,55,0.2,1,,"Rain, Overcast",rain,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T12:00:00,5.6,1.8,5,96.01,0.03,100,rain,0,0,36.9,20.5,286,1004,96.2,8.4,45,0.2,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T13:00:00,5.4,1.7,4.3,92.32,4.282,100,rain,0,0,46.9,19.8,294,1005.3,100,8.9,53,0.2,1,,"Rain, Overcast",rain,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T14:00:00,5.3,1.9,4.1,91.91,0.022,100,rain,0,0,33.1,17,289,1006.4,100,9.1,75,0.3,1,,"Rain, Overcast",rain,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T15:00:00,5.3,2.1,4.4,93.96,0.03,100,rain,0,0,35.7,15.2,294,1007.5,96.2,7.9,33,0.1,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T16:00:00,5.4,2.4,4.3,92.36,0.015,100,rain,0,0,36,14.4,291,1008.4,100,11,19,0.1,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T17:00:00,5.4,2.9,4.5,93.79,0,0,,0,0,29.2,11.5,295,1009.2,100,8.4,46,0.2,0,,Overcast,cloudy,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T18:00:00,5.2,2.2,4.1,93.03,0.015,100,rain,0,0,25,13.5,294,1010.2,91.4,11.1,39,0.1,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T19:00:00,4.8,2.5,3.9,93.88,0.015,100,rain,0,0,36,9.9,290,1011.1,100,11.7,13,0,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T20:00:00,4.8,2.9,4.1,95.45,0.011,100,rain,0,0,14.2,7.9,270,1011.8,98.8,10.8,0,0,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T21:00:00,4.8,3.8,4.2,95.97,0,0,,0,0,11.7,5,226,1012,100,10.4,0,0,0,,Overcast,cloudy,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T22:00:00,4.8,3.9,4.2,95.82,0,0,,0,0,15,4.9,236,1012.1,100,10.4,0,0,0,,Overcast,cloudy,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-13T23:00:00,4.8,3.2,4.2,95.58,0,0,,0,0,11.2,7.1,212,1012.7,100,6.4,0,0,0,,Overcast,cloudy,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T00:00:00,5,3.3,4.4,95.61,0,0,,0,0,12.9,7.5,263,1012.9,98.8,6.6,0,0,0,,Overcast,cloudy,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T01:00:00,4.9,3.1,4.1,94.04,0.017,100,rain,0,0,15.3,7.8,214,1013,100,6.1,0,0,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T02:00:00,4.4,2.4,3.5,94.11,0,0,,0,0,14,8.2,245,1013,74.7,6.7,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T03:00:00,3.6,2.4,2.9,94.86,0,0,,0,0,11.5,5.4,246,1013.1,24.6,5,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T04:00:00,2,2,1.8,98.72,0,0,,0,0,14.8,4.8,36,1013.1,12.4,3.2,0,0,0,,Clear,clear-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T05:00:00,1.2,1.2,0.9,97.73,0,0,,0,0,4.3,4.3,17,1013.2,17.9,1.8,0,0,0,,Clear,clear-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T06:00:00,1.1,1.1,0.8,97.87,0,0,,0,0,4.6,3.8,51,1013.1,37.2,1.5,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T07:00:00,1.1,-0.7,1.1,99.79,0,0,,0,0,14.9,6,103,1013.1,48.2,3.3,7,0,0,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T08:00:00,1.4,1.4,1.3,99.76,0,0,,0,0,7.2,3.9,79,1013.1,30.2,2.1,29,0.1,0,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T09:00:00,4.9,4.1,4.3,95.65,0,0,,0,0,7.2,4.9,48,1013.2,24.6,4.5,165,0.6,2,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T10:00:00,7.5,6.2,5,84.34,0,0,,0,0,8.7,7.2,254,1012.9,28.1,8.5,283,1,3,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T11:00:00,8.9,7.8,5,76.44,0,0,,0,0,11.5,7.5,266,1012.8,33.5,11.1,436,1.6,4,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T12:00:00,10.3,10.3,5,69.69,0,0,,0,0,11.8,7.1,165,1012.3,36.3,14.7,418,1.5,4,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T13:00:00,10.7,10.7,4,63.45,0.051,100,rain,0,0,21.5,8.3,138,1011.1,24.6,15.7,470,1.7,5,,"Rain, Partially cloudy",rain,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T14:00:00,11.5,11.5,4.1,60.18,0,0,,0,0,25.2,13,127,1009.8,29,16.2,378,1.4,4,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T15:00:00,11.4,11.4,3.4,57.75,0,0,,0,0,28.4,16.4,123,1008.6,49.4,16.4,378,1.4,4,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T16:00:00,12.4,12.4,3.8,55.72,0,0,,0,0,28.4,12.6,113,1008,28.8,16.2,308,1.1,3,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T17:00:00,11.6,11.6,3.6,57.98,0,0,,0,0,31.5,13.9,113,1007.3,19.7,17.1,210,0.8,2,,Clear,clear-day,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T18:00:00,11.1,11.1,3.2,58.39,0,0,,0,0,28.8,16.1,118,1006.5,27,17.1,55,0.2,1,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T19:00:00,9.2,7.1,2.5,62.77,0,0,,0,0,32.4,13.7,117,1006,30,16.5,9,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T20:00:00,8.4,6.4,2.8,68.02,0,0,,0,0,21.9,11.4,102,1005.5,30.9,15,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T21:00:00,7.4,4.9,2.9,72.97,0,0,,0,0,21.9,13.4,98,1004.6,30.9,15.4,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T22:00:00,7.1,4.6,2.4,72.17,0,0,,0,0,22.3,12.7,99,1004.2,30.9,16.1,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-14T23:00:00,6.9,4.1,2.1,71.61,0,0,,0,0,27.8,14.9,98,1003.3,30.9,16,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T00:00:00,6.3,3.7,2.1,74.71,0,0,,0,0,28.1,12.6,91,1002.5,30.9,16.7,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T01:00:00,5.9,2.7,1.8,75.19,0,0,,0,0,28.8,15.5,100,1001.5,30.9,14.7,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T02:00:00,5.6,2.4,1.6,75.42,0,0,,0,0,27.6,15.3,101,1000.6,30.9,13.9,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T03:00:00,5.2,1.9,1.5,76.95,0,0,,0,0,27.6,16,101,999.5,30.9,13.7,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T04:00:00,5.4,2.1,1.3,74.9,0,0,,0,0,27.6,16.1,103,998.3,32.5,13.2,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T05:00:00,5.4,2.3,1.1,73.41,0,0,,0,0,26.8,14.8,102,997.6,40.7,13.5,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T06:00:00,5.3,2.1,1,73.91,0,0,,0,0,23.3,15.2,95,996.7,39.8,13.5,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T07:00:00,5.5,2.2,0.9,72.04,0,0,,0,0,27.6,16.3,95,996.4,46.4,15.5,9,0,0,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T08:00:00,5.8,3.1,1.1,71.82,0,0,,0,0,22.9,12.8,105,996.4,53,15.2,56,0.2,1,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T09:00:00,6.9,4.4,1.3,67.58,0,0,,0,0,18.3,12.9,98,996.3,57.5,15.4,126,0.5,1,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T10:00:00,8.5,6.3,2.7,66.59,0,0,,0,0,23.9,13.7,103,995.9,30.9,11.5,244,0.9,2,,Partially cloudy,partly-cloudy-day,"06477099999,02110,D8201,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T11:00:00,8.9,7.3,2.8,65.51,0,0,,0,0,23,10.7,110,995.7,30.9,10.9,227,0.8,2,,Partially cloudy,partly-cloudy-day,"06477099999,02110,D8201,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T12:00:00,9.9,8,3.3,63.65,0,0,,0,0,20.7,12.9,110,995.5,60.8,13.2,172,0.6,2,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T13:00:00,10.9,10.9,3.1,58.54,0.021,100,rain,0,0,26.9,13.4,129,995.3,60.8,13.9,137,0.5,1,,"Rain, Partially cloudy",rain,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T14:00:00,10.6,10.6,3.3,60.66,0,0,,0,0,25,12.4,129,995.1,79.8,14.3,151,0.5,2,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T15:00:00,10.5,10.5,3.5,62.06,0,0,,0,0,17.3,9.3,94,994.9,81,13.5,102,0.4,1,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T16:00:00,9.8,8.7,4.1,67.37,0,0,,0,0,25.9,8.7,90,995.4,96.2,14.5,60,0.2,1,,Overcast,cloudy,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T17:00:00,8.4,7.5,5.7,83.07,0,0,,0,0,19.2,6.6,96,995.6,100,9.8,20,0.1,0,,Overcast,cloudy,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T18:00:00,7.5,5.8,5.8,89.05,0,0,,0,0,16.7,9.4,95,995.9,98.8,7.6,8,0,0,,Overcast,cloudy,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T19:00:00,7.1,4.7,5.6,90.61,2.786,100,rain,0,0,26.5,12.7,105,995.9,96.2,7.9,0,0,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T20:00:00,6.9,4.1,5.6,91.32,0.059,100,rain,0,0,25.2,15.2,107,996.4,100,7.9,0,0,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T21:00:00,6.9,4.2,5.5,90.92,0.041,100,rain,0,0,22.6,14.2,117,996.4,98.8,7.7,0,0,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T22:00:00,6.7,4.9,5.7,92.87,0.026,100,rain,0,0,25.5,9.4,116,996.6,100,7.4,0,0,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-15T23:00:00,6.2,5.4,5.5,94.92,0.004,100,rain,0,0,15.3,5.4,107,996.8,62,6.6,0,0,0,,"Rain, Partially cloudy",rain,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T00:00:00,6.3,4.9,5.6,95.45,0.004,100,rain,0,0,12.4,7.2,88,996.9,98.8,6.1,0,0,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T01:00:00,6.1,4.7,5.3,94.64,1.948,100,rain,0,0,25.5,7.3,62,997,95.5,6,0,0,0,,"Rain, Overcast",rain,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T02:00:00,5.6,4,5,96.54,0,0,,0,0,11.5,7.1,102,997.7,98.8,5.2,0,0,0,,Overcast,cloudy,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T03:00:00,4.4,3.1,4.1,97.9,0,0,,0,0,11.5,5.9,118,997.8,57.5,5.3,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T04:00:00,3.7,3.7,3.4,97.87,0,0,,0,0,11.5,4.7,43,997.7,57.5,4,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T05:00:00,3.5,3.5,3.2,98.25,0,0,,0,0,4.9,4.3,13,998.1,51.3,3.9,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T06:00:00,3.7,3.7,3.4,98.21,0,0,,0,0,7.2,4.6,98,998.7,70.5,5.7,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T07:00:00,4.2,4.2,4,98.16,0,0,,0,0,11.5,4.5,82,999.1,93.8,6.1,5,0,0,,Overcast,cloudy,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T08:00:00,5.1,5.1,4.8,97.96,0,0,,0,0,4.8,4.6,101,999.8,98.8,5.1,17,0.1,0,,Overcast,cloudy,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T09:00:00,6.3,5.6,6,97.92,0,0,rain,0,0.02,3.9,4.9,246,1000.4,98.8,3.7,61,0.2,1,,Overcast,cloudy,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T10:00:00,7.4,7.4,7,97.58,0.004,100,rain,0,0.04,7.6,4.6,71,1000.8,96.2,4,110,0.4,1,,"Rain, Overcast",rain,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T11:00:00,8.2,6.9,7.6,96.13,0,0,rain,0,0.06,13.8,7.9,310,1000.7,100,3.7,64,0.2,1,,Overcast,cloudy,"06465099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T12:00:00,8.7,7.1,8.1,96.31,0,0,rain,0,0.09,13.8,9.7,292,1001.9,98.8,4.6,65,0.2,1,,Overcast,cloudy,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T13:00:00,9.2,8,8,92.2,2.145,100,rain,0,0.11,17.6,8,310,1002.4,95,5.7,94,0.3,1,,"Rain, Overcast",rain,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T14:00:00,9.4,8.2,8.2,91.82,0.071,100,rain,0,0.13,17.7,8.7,343,1002.4,95,6.4,65,0.2,1,,"Rain, Overcast",rain,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T15:00:00,9.7,8.4,7.8,87.82,0.022,100,rain,0,0.15,15.9,9.5,358,1002.5,98.8,6.5,94,0.3,1,,"Rain, Overcast",rain,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T16:00:00,9,7.1,7.4,89.46,0,0,rain,0,0.17,21.6,12.5,31,1002.6,95,5,55,0.2,1,,Overcast,cloudy,"06465099999,06477099999,02110,D8201,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T17:00:00,7.8,5.3,6.6,92.49,0,0,rain,0,0.19,21.9,14.2,39,1002.8,98.8,3.3,29,0.1,0,,Overcast,cloudy,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T18:00:00,6.4,3.5,5.5,94.24,0,0,rain,0,0.21,22.5,14.9,47,1003.6,100,4.3,19,0.1,0,,Overcast,cloudy,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T19:00:00,5,1.3,4.1,93.53,0,0,rain,0,0.24,26.4,18.2,45,1004.5,98.8,4.5,7,0,0,,Overcast,cloudy,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T20:00:00,4.2,0.6,3,91.88,0,0,rain,0.02,0.26,31.7,15.9,55,1005.1,98.8,5,0,0,0,,Overcast,cloudy,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T21:00:00,3.3,-0.8,2.4,94.27,0,0,rain,0.02,0.28,25.3,17.7,57,1005.4,100,3.8,0,0,0,,Overcast,cloudy,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T22:00:00,2.5,-1.8,1.3,91.34,0.004,100,rain,0.02,0.3,32.1,18.6,57,1006,98.8,5.9,0,0,0,,"Rain, Overcast",snow,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-16T23:00:00,2.1,-2.4,0.9,91.35,0.004,100,rain,0.02,0.32,29.2,18.9,55,1006.1,100,6.7,0,0,0,,"Rain, Overcast",snow,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-17T00:00:00,1.5,-3.2,-0.1,89.19,0.015,100,"rain,snow",0.02,0.34,29.2,19.4,56,1006.1,95,7.4,0,0,0,,"Snow, Rain, Overcast",snow,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-17T01:00:00,1.1,-3.3,-0.5,88.98,0.212,100,"rain,snow",0.02,0.36,32.1,16.3,53,1006.1,100,7.3,0,0,0,,"Snow, Rain, Overcast",snow,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-17T02:00:00,0.7,-4.2,-0.9,88.66,0.004,100,"rain,snow",0.02,0.38,34.4,19.1,50,1005.5,98.8,8.7,0,0,0,,"Snow, Rain, Overcast",snow,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-17T03:00:00,0.5,-4.7,-1.5,86.73,0,0,"rain,snow",0.02,0.41,36.9,20.5,55,1005.6,100,9.3,0,0,0,,Overcast,cloudy,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-17T04:00:00,0.1,-5.3,-1.9,86.75,0,0,"rain,snow",0.02,0.43,40.5,21,52,1005.1,98.8,8.4,0,0,0,,Overcast,cloudy,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-17T05:00:00,-0.5,-6.3,-1.9,90.48,0,0,"rain,snow",0.02,0.45,40,23,55,1004.9,98.8,5.5,0,0,0,,Overcast,cloudy,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-17T06:00:00,-0.7,-6.6,-2.5,87.79,0,0,"rain,snow",0.02,0.47,40.2,23.4,58,1004.7,100,8,0,0,0,,Overcast,cloudy,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-17T07:00:00,-1.3,-7.2,-2.8,89.09,0,0,"rain,snow",0.02,0.49,43.8,22.2,55,1004.5,95.2,4.6,0,0,0,,Overcast,cloudy,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-17T08:00:00,-1.6,-7.9,-2.9,91.33,0,0,"rain,snow",0.02,0.51,40.5,24.1,57,1004.6,98.8,4.8,8,0,0,,Overcast,cloudy,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-17T09:00:00,-1.8,-8.5,-3.5,88.21,0,0,,0,0.5,39.9,27.8,50,1004.6,100,5.7,28,0.1,0,,Overcast,cloudy,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-17T10:00:00,-2,-9.1,-4.2,84.93,0,0,,0,0.49,44.7,30.5,55,1004.6,100,5.7,64,0.2,1,,Overcast,cloudy,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-17T11:00:00,-2,-8.7,-4.2,84.71,0.004,100,"rain,snow",0,0.48,50.1,27.7,57,1004.5,98.8,6.8,74,0.3,1,,"Snow, Rain, Overcast",snow,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-03-17T12:00:00,-2,-9,-4.3,84.24,0.007,100,snow,0,0.46,48.1,28.7,58,1004.5,100,7.1,85,0.3,1,,"Snow, Overcast",snow,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
