name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"50.99461, 5.53972",2018-07-01T06:00:00,18,18,3.9,39.18,0,0,,0,0,24.5,14.6,80,1014.7,38,20.4,15,0.1,0,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-01T07:00:00,18.1,18.1,4.7,41.13,0,0,,0,0,24.3,15.2,80,1015.1,3.8,19.6,91,0.3,1,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-01T08:00:00,19,19,5.3,40.52,0,0,,0,0,28.9,15.1,88,1015.3,7.2,17.9,238,0.9,2,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-01T09:00:00,20.4,20.4,6,39.03,0,0,,0,0,32.7,17.9,83,1015.6,0,18.7,379,1.4,4,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-01T10:00:00,21.4,21.4,6,36.73,0,0,,0,0,32.1,19.1,85,1015.7,0,17.9,524,1.9,5,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-01T11:00:00,23.1,23.1,7.2,35.99,0,0,,0,0,33,22.5,89,1015.7,0,17.9,655,2.4,7,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-01T12:00:00,24.7,24.7,7.3,32.86,0,0,,0,0,39,22.8,89,1015.9,0,17,750,2.7,8,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-01T13:00:00,25.6,25.6,7.3,31.17,0,0,,0,0,38.3,21.8,103,1015.8,0,16.8,811,2.9,8,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-01T14:00:00,26.3,26.3,6,27.34,0,0,,0,0,39.3,22.7,96,1015.3,0,17.9,823,3,8,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-01T15:00:00,26.8,26.1,4.6,24.21,0,0,,0,0,41.3,22.4,79,1015.2,0,17.4,794,2.9,8,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-01T16:00:00,27.2,26.3,4.7,23.61,0,0,,0,0,38.9,20.5,85,1014.9,0,18.7,725,2.6,7,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-01T17:00:00,27.4,26.4,3.8,22.02,0,0,,0,0,41.7,17.1,97,1014.4,0,19.6,623,2.2,6,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-01T18:00:00,27.4,26.4,4.1,22.45,0,0,,0,0,35.6,18.4,92,1014.1,0,17.9,492,1.8,5,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-01T19:00:00,27.1,26.2,4.2,23.11,0,0,,0,0,31.2,17.2,103,1014,0,18.7,348,1.3,3,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-01T20:00:00,26.5,26.5,4.1,23.63,0.051,100,rain,0,0,41.7,16.4,79,1014,0,18.7,203,0.7,2,,Rain,rain,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-01T21:00:00,25.1,25.1,4.6,26.62,0,0,,0,0,30.5,13.2,81,1014,0,18.7,22,0.1,0,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-01T22:00:00,22.7,22.7,4.8,31.22,0,0,,0,0,26.7,10.1,83,1014.3,0,18.7,9,0,0,,Clear,clear-night,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-01T23:00:00,20.9,20.9,5.1,35.53,0,0,,0,0,30.5,10.1,84,1014.8,0,20.4,0,0,0,,Clear,clear-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T00:00:00,19.8,19.8,5,37.88,0,0,,0,0,20.1,10.3,88,1015.2,0,19.6,0,0,0,,Clear,clear-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T01:00:00,18.8,18.8,5.2,40.83,0,0,,0,0,17.3,10.8,92,1015.2,0,20.4,0,0,0,,Clear,clear-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T02:00:00,18,18,4.9,42.07,0,0,,0,0,30.5,11.7,86,1015,0,19.6,0,0,0,,Clear,clear-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T03:00:00,17,17,4.7,43.97,0,0,,0,0,20.4,11.1,91,1014.9,0,20.4,0,0,0,,Clear,clear-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T04:00:00,15.7,15.7,4.5,47.32,0,0,,0,0,14.3,8.3,82,1015.2,0,20.4,0,0,0,,Clear,clear-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T05:00:00,15,15,4.6,49.82,0,0,,0,0,20.4,10.5,76,1014.9,0,20.4,0,0,0,,Clear,clear-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T06:00:00,14.3,14.3,4.7,52.48,0,0,,0,0,17.3,8.2,69,1015.3,0,19.6,11,0,0,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T07:00:00,15.7,15.7,5.5,50.55,0,0,,0,0,11.2,8.9,69,1015.1,1.2,17.9,100,0.4,1,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T08:00:00,17.6,17.6,5.8,45.88,0,0,,0,0,24,14.6,77,1015.3,1.2,17.9,255,0.9,3,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T09:00:00,19.7,19.7,6.2,41.3,0,0,,0,0,24.9,13.9,83,1015.5,1.2,18.7,402,1.4,4,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T10:00:00,21.5,21.5,6.5,37.82,0,0,,0,0,24.9,15.5,68,1015.6,1.2,17.9,542,2,5,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T11:00:00,23.4,23.4,7.3,35.71,0,0,,0,0,25.2,15.8,63,1015.5,1.2,17.4,663,2.4,7,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T12:00:00,24.5,24.5,6.9,32.39,0,0,,0,0,28.8,18.3,64,1015.6,1.2,17.9,753,2.7,8,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T13:00:00,25.7,25.7,5.6,27.58,0,0,,0,0,32,18.8,81,1015.5,1.2,17.9,806,2.9,8,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T14:00:00,26.2,26.2,6,27.52,0,0,,0,0,35.1,17.1,84,1015.4,1.2,19.6,817,2.9,8,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T15:00:00,27.7,26.7,6,25.18,0,0,,0,0,31.4,16.2,90,1015.2,1.2,18.7,786,2.8,8,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T16:00:00,27.8,26.7,5.7,24.6,0,0,,0,0,32.4,16.4,77,1015,1.2,17.2,717,2.6,7,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T17:00:00,28.2,27,5.5,23.61,0,0,,0,0,33.3,16.6,54,1014.5,1.2,17.9,610,2.2,6,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T18:00:00,27.9,26.8,4.5,22.33,0,0,,0,0,32.2,18,53,1014.4,1.8,17.9,477,1.7,5,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T19:00:00,27.6,26.6,5.2,24.01,0,0,,0,0,32.1,13.4,72,1014.5,1.8,17.9,334,1.2,3,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T20:00:00,26.8,26.2,5.5,25.55,0,0,,0,0,33.3,14.1,55,1014.5,1.8,17.9,174,0.6,2,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T21:00:00,25.4,25.4,5.4,27.69,0,0,,0,0,24.9,12.7,51,1014.7,1.8,20.4,23,0.1,0,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T22:00:00,23,23,5.5,32.36,0,0,,0,0,26.3,12.1,40,1015.3,1.8,19.6,10,0,0,,Clear,clear-night,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-02T23:00:00,21.4,21.4,6.1,37.11,0,0,,0,0,27.2,13.6,42,1015.8,1.8,19.6,0,0,0,,Clear,clear-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T00:00:00,20.5,20.5,6.5,40.11,0,0,,0,0,24.2,12.1,54,1016.5,1.8,20.4,0,0,0,,Clear,clear-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T01:00:00,19.1,19.1,6.2,42.83,0,0,,0,0,23.3,10.3,57,1016.7,0,19.6,0,0,0,,Clear,clear-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T02:00:00,18.1,18.1,5.6,43.63,0,0,,0,0,27.2,9.8,51,1016.7,0,20.4,0,0,0,,Clear,clear-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T03:00:00,15.8,15.8,5.5,50.43,0,0,,0,0,16.7,8.3,27,1016.6,0,20.4,0,0,0,,Clear,clear-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T04:00:00,15.9,15.9,5.5,50.12,0,0,,0,0,20.3,11.2,42,1016.6,0,20.4,0,0,0,,Clear,clear-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T05:00:00,14.6,14.6,5.9,56.04,0,0,,0,0,22.7,11.2,42,1016.4,0,20.4,0,0,0,,Clear,clear-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T06:00:00,13.5,13.5,6.6,63.05,0,0,,0,0,15.3,6.5,40,1016.6,3.3,18.7,14,0.1,0,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T07:00:00,15.4,15.4,7.3,58.46,0,0,,0,0,16.8,9.9,55,1016.8,4.5,18.7,102,0.4,1,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T08:00:00,17.4,17.4,7.8,53.35,0,0,,0,0,22.7,7.6,57,1017.2,12.8,17.9,247,0.9,2,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T09:00:00,19.8,19.8,8.1,46.91,0,0,,0,0,14.6,8.5,79,1017.3,11.1,17.6,391,1.4,4,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T10:00:00,21.8,21.8,8.8,43.27,0,0,,0,0,15.4,8.7,31,1016.9,12.8,17.9,529,1.9,5,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T11:00:00,24,24,7.8,35.61,0,0,,0,0,15.7,7.3,44,1017.1,11.1,17.9,642,2.3,6,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T12:00:00,26.2,26.2,7.7,31.05,0,0,,0,0,17.9,6.2,119,1016.6,11.1,17.2,672,2.4,7,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T13:00:00,27.7,26.8,7.9,28.7,0,0,,0,0,18,6.8,147,1016.5,11.1,17.3,779,2.8,8,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T14:00:00,28.3,27.2,7.2,26.29,0.008,100,rain,0,0,21.2,8.6,94,1016.3,11.1,17.6,789,2.8,8,,Rain,rain,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T15:00:00,29.2,27.8,7.3,25.21,0,0,,0,0,18.3,6.3,284,1016,13.5,17.9,759,2.7,8,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T16:00:00,29.9,28.3,7.4,24.47,0,0,,0,0,17.1,8.1,265,1015.7,14.7,17.9,659,2.4,7,,Clear,clear-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T17:00:00,29.7,28.2,7.1,24.09,0,0,,0,0,18,7.5,320,1015.2,28.2,17.4,470,1.7,5,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T18:00:00,29.2,27.9,8.2,26.92,0,0,,0,0,14.7,6,295,1015,25.1,17.9,276,1,3,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T19:00:00,28.5,27.4,9.3,30.25,0,0,,0,0,14.1,6.6,287,1014.7,52.7,18.7,155,0.6,2,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T20:00:00,27.4,26.9,10.3,34.35,0,0,,0,0,18.3,4.8,301,1014.4,30,17.1,89,0.3,1,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T21:00:00,25.8,25.8,13.7,47.42,0,0,,0,0,6.3,4.8,132,1014.4,46.5,17.9,45,0.2,0,,Partially cloudy,partly-cloudy-day,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T22:00:00,23.8,23.8,12.7,49.82,0,0,,0,0,10.8,6.8,82,1014.6,51.5,17.6,10,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,E5682,02110,06479099999,06377099999,06380099999"
"50.99461, 5.53972",2018-07-03T23:00:00,21.8,21.8,13.4,58.76,0,0,,0,0,9.5,5.2,103,1015.2,54.8,15.4,0,0,0,,Partially cloudy,partly-cloudy-night,"06465099999,06477099999,02110,06479099999,06377099999,06380099999"
